,TEXT,Label
34029,@lennytoups not for long goin for some sprints now,4
9684,"just found out I won't be tweeting from ,my phone in Scotland, different networks    I was going to upload photos to twitpic, sorry",5
39,@GABBYiSACTiVE Aw you would not unfollow me would you? Then I would cry,4
19583,*sigh* another two out fly out for Papi,5
5649,@lipstickmasala What?! He chose one of them? Nooo... Betty was supposed to get him in the end.,9
14464,At drs again,8
2319,The sun is shining and I'm stuck in work,4
1366,@WoWInsider I would be playing my old rogue but a friend took the account and could not get it back,6
26545,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,4
11680,Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty,1
2618,@Roy_Thomas ahhhh probably will...not good  u been Dubai before??,4
32589,@KrustyCanuck Time for some Halo3 then?,4
38142,Morrningg  just slept for 12 hours and now i have a headache D;,9
30517,@aprilllllx hey girlie!!!,2
17595,Waiting to put my story about Stereo Skyline up. Don't know where to put it. BOOOO,5
19951,screw it lemme click on a ticket. preetttty sure i can make it. might not make it for vermillion lies opening tho,3
9602,needs somewhere to go...its still lush out + i want to be back out in it,8
13794,my baby man is 4 years old a week today  he's growing up too fast.....,8
36922,made breakfast today......Happy mother's day ..,4
4835,"@RyanSeacrest Im feeling sad, not likeing my new haircut",5
19663,@karenhanson that plain sux. kinda like cheers goin off the air.,5
633,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",5
30458,Partied long and hard...goodnight Twitter see ya in the mornin,2
2352,contemplating when to hand in my lovely car,4
37658,"happy mothers day mommy  i love you so much, dono what id do without you ??",0
31358,finally packed...thinking its time for some sleep! Ready for Chicago!,2
14664,@Coffee_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,0
10910,Britains got talent only two episodes left  Will miss them buzzers lol.,5
10211,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM,8
32302,"@andrewsayer again, surely the uploading could wait until you got home?  I'm all about enjoying the party when you can.",4
27260,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff",2
4899,i got ill and tomorrow iï¿½ve got birthday...,8
31232,@JorinCowley I see. I guess there must be lots of Hawks fans in Texas on twitter.,4
34554,92.7 is turning it right about now.,4
35054,"@Chi_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",2
38948,"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",2
23382,I'm on Twitter now... how cool am I? and now let's go to McDo,9
15706,I totally forgot thats its friday till I read @AlyssaNoelleD's tweet. Ha. I feel dumb  *Take A Breath*,6
27296,Taping at Cox then picking up starbucks for the office bc I am so nice,2
444,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,11
33610,classic SNL digital short tonight! Be my mother lover  ha ha... too good!,0
5162,@joeburkel Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,8
3077,So my life has come down to nothing more then making choices ill only regret later,4
32633,"@Ethan2Rock Thanks for the heads up, Ethan. Watching it now",2
24445,"@NHBS We don't really offer that service as we're web/graphic designers and not desktop publishers. So, I thought maybe you could help?",9
32206,Just had mothers day lunch here  http://twitpic.com/4wfeo,4
7401,i need a jb but i dread the fact that it will have to be retail this summer,8
18552,Okay haileys really gone now.  everyone keep her in your prayers.,5
4484,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",8
31312,watching my new season eleven dvd,2
11598,@mileycyrus I can't vote for you  they have stopped the voting,4
10233,@elmofromok Oh it's been so long I can't remember,5
6034,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.,6
14548,Not looking forward to the upcoming week...My better half will be gone all that time! It's TRULY GONNA SUCK BIG TIME!,5
34942,@officialTila YES!!!,4
10631,about to start work and missing him like crazy.I wont be seeing him till Tuesday,8
9941,@mytvnetwork pansy  wtf codeh?!,9
31987,@Absturbation yeah ... he was 0-3 and SCOREless tonight,5
9454,working again today  but off tomorrow for dan's party! yay!,0
6021,@dwsomers samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho xx,9
37995,"@Gedankensturm Thank you  How's your daughter? And by the way, how did you get 1017 followers? :O",9
17535,no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,8
18098,"@LorrisB As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",4
34398,happy mum's day! i kinduhh have a major crush on alex johnson from the cab,0
13543,Poor balcony sealer guy. Stuck in the rain.   http://mypict.me/20Oh,5
20941,I know @Sadie_marie. It text me.,5
10890,I came home thinking that maybe there was something good to eat. Apparently not.,8
8559,Maybe I won't be getting a call.,4
26424,"JONAS is awesome! I just watched Groovy Movies  Frankie,, was weird lol",2
3354,"@benno37 I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet.",4
10749,just woke up...dont want to go into work at 4,8
7484,@pixiexlee Ahh but but  haha They're so cute together!! &gt;_&lt; cutest couple really! he's so sweet !,0
9962,"@cultofdusty thats what i love about you, you are as SHAMELESS as i am lol and no  not yet..but it aint over yet either lol #frehleyfriday",0
9087,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::,8
26327,@DonMcAllister  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,2
11109,Every part of my body aches   I'm tryin' so hard not to throw up,5
35723,"@TomFelton Aww Stanley, have you still got him, they can live for like 20 years right?  x",0
20852,@MrsSprousex Yars,4
23135,@colbyrne totally agree,11
20598,@Liesbetje with your bicycle?,4
2353,@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.,5
4897,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0",8
24522,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,0
7924,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!",8
15546,"I got some games for the PS3, now I just have to wait...as usual...I still have some stuff that hasn't come in yet",4
1468,aw got orthodontist today,9
2237,wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u,4
24171,new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries.,4
9647,"@beforeyoufall i wish i could offer a hug right now, so bad",5
5243,to doente,4
8061,@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means &quot;Disease&quot;,2
33327,Cathylo-fran! I'm glad i can vent out to you about this. Thanks for being here for me bestfriend,0
4637,"@youngstud07 I found it, I added it, but it's still blocked!",4
34599,"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3",2
5912,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )",2
14119,"@dollymix184 Wow, I've officially lost all faith in Britain, looks like our wishes weren't met, sadly",0
22631,@racquel_xx i'm just about to start the second one  theres only two up yeah?,11
31716,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,5
34109,"Well, at least it's not as bad as I thought. Found a new website to watch movies on and I gotta say.......it's not bad, not bad at all",3
20094,I love the sunshine and the happiness it brings,2
20345,really really wants to go and see Coraline.,11
29767,"Family guy reruns, food, and, good phone conversations  ah, saturdays.",2
8466,@serda23 Depends on what they want for it....I've become poor again,5
3001,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn't such a good idea,5
23492,"@netvibes Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",4
35478,"@wicked12 So, the official transition from Donathan to Danathan has occurred?  Want 2 sell me ur shirt?",4
1436,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,8
38693,http://twitpic.com/4wsy6 - Beauty.  Going out now!,0
18671,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.,9
11814,"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season",0
17360,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,5
29423,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",5
25685,@theonlysv haha nuu .. soLo qoincideencia .. en seriooO,2
376,feels sick to my stomach and idkk whyy,8
4929,I am never going in to town on a sunny friday in half term again. eugh got no electricity,5
13120,@welsh_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;),2
39350,"Good Morning Tweets, I like lazy sundays",3
36076,Early morning walkies really aren't my thing... at least it's vaguely warm,8
9894,So full from a great lunch and now stuck in traffic,4
8216,@taragracee,4
19966,@ProctorsArm at least posada had a good ab,8
30770,@richdeclue that's what she said?,9
19320,"@cleverindie This spine thing sounds no good  back exercises are no fun, best of luck hon.",5
14761,I am pretty confused.. leaving is the best option and I know it will benefit me.. but I don't want to leave behind what I truely love,5
30348,"@HuMBush just nothing perfect in life, darn it!",8
29624,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",2
9265,@Vancesa oh no your poor car's testicles,9
18006,@o_0robertpatt Why do they do that?!,5
31632,"Thanks for the concern, guys. A few stitches later, all is well. Whew.",2
34273,is a sleepyhead. looking forward to tomorrow. i love his family.,0
31577,"moshing to fall out boy, and confetti bears are falling from the sky",9
27735,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,9
37692,I haven't slept this good in such a long time... I feel great.,3
18100,stupid wireless!!,6
9329,@cassiekitsch Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?,4
34395,"@mastersunshine You're welcome, of course!",4
14695,@LisaTayl My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,8
39446,@MrNutt blues for me please,4
29127,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,5
32188,Watching twilight and eating potato salad.,4
20040,Cleaning my room and listening to britney.,4
21570,"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",4
27999,I love you - Martina Mcbride. Love this song!,0
9028,boo (but will I listen?),4
24013,@mshady courgette,8
9577,@kattekrab No tango icons in this revision.,8
25820,"@Janegoth It has, however, got me out of doing the gardening - something for which I am eternally pleased",8
10058,"@jerseymoongirl - I'm hoping these pills will do something, cuz I'm gonna go nuts",5
37391,@blitzio pic as promised  http://twitpic.com/4wqy4,4
38852,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,2
29621,it's Mothers Day today,9
23263,@jennettemccurdy I LLLOOOVVVEEE ICARLY,0
26420,I got the ticket dismissed,5
5751,Is getting ready for work... Working all weekend,4
13337,This week has been so lonely without gossip girl xoxo,8
4976,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",0
